,HAS,HAC,AAS,AAC,HAtS,AAtS,Result
94,0.4545454545454545,0.0,0.8750000000000001,0.1071428571428572,0.048701298701298724,0.0,0
95,0.06818181818181818,1.0,0.20833333333333337,0.5357142857142857,0.036525974025974024,0.20833333333333337,0
96,0.6818181818181818,0.2592592592592593,0.9583333333333334,0.0,0.0,0.24845679012345684,-1
97,0.4772727272727273,0.40740740740740755,0.0,1.0,0.4772727272727273,0.0,0
98,0.1136363636363637,0.4814814814814815,0.04166666666666663,0.7857142857142857,0.08928571428571433,0.020061728395061713,-1
99,0.09090909090909088,0.6666666666666666,0.25,0.7142857142857143,0.06493506493506492,0.16666666666666666,1
100,0.43181818181818177,0.2962962962962963,0.29166666666666663,0.4285714285714285,0.18506493506493502,0.08641975308641973,0
101,0.6818181818181818,0.2592592592592593,0.20833333333333337,0.5357142857142857,0.36525974025974023,0.054012345679012363,-1
102,0.4545454545454545,0.14814814814814814,0.29166666666666663,0.5000000000000001,0.2272727272727273,0.04320987654320987,-1
103,0.4545454545454545,0.0,0.9166666666666669,0.7857142857142857,0.3571428571428571,0.0,-1
104,0.34090909090909094,0.7037037037037038,0.29166666666666663,0.3214285714285715,0.10957792207792212,0.20524691358024694,-1
105,0.15909090909090906,0.6296296296296297,0.45833333333333337,0.8928571428571429,0.14204545454545453,0.2885802469135803,-1
106,0.25,0.5185185185185185,0.7500000000000001,0.5000000000000001,0.12500000000000003,0.38888888888888895,-1
107,0.0,0.6296296296296297,0.33333333333333337,0.3571428571428572,0.0,0.2098765432098766,-1
108,1.0,0.2592592592592593,1.0,0.5714285714285713,0.5714285714285713,0.2592592592592593,-1
109,0.09090909090909088,0.33333333333333337,0.45833333333333337,0.6071428571428571,0.05519480519480518,0.15277777777777782,0
110,0.38636363636363635,0.40740740740740755,0.5,0.4285714285714285,0.16558441558441556,0.20370370370370378,-1
111,0.2272727272727273,1.0,0.5416666666666666,0.2857142857142857,0.06493506493506494,0.5416666666666666,1
112,0.06818181818181818,1.0,1.0,0.07142857142857151,0.004870129870129875,1.0,0
113,0.06818181818181818,0.37037037037037035,0.7083333333333334,0.8928571428571429,0.060876623376623376,0.2623456790123457,1
114,0.4772727272727273,0.5555555555555557,0.8750000000000001,0.1071428571428572,0.05113636363636367,0.48611111111111127,1
115,0.2272727272727273,0.5185185185185185,0.25,0.9642857142857143,0.2191558441558442,0.12962962962962962,-1
116,0.15909090909090906,0.6296296296296297,0.9583333333333334,0.0,0.0,0.6033950617283951,1
117,0.09090909090909088,0.6666666666666666,0.9166666666666669,0.7857142857142857,0.07142857142857141,0.6111111111111112,1
118,0.43181818181818177,0.2962962962962963,0.04166666666666663,0.7857142857142857,0.33928571428571425,0.012345679012345668,0
119,0.4772727272727273,0.40740740740740755,0.29166666666666663,0.4285714285714285,0.2045454545454545,0.11882716049382719,-1
120,0.1136363636363637,0.4814814814814815,0.25,0.7142857142857143,0.08116883116883122,0.12037037037037038,-1
121,0.4545454545454545,0.14814814814814814,0.29166666666666663,0.3214285714285715,0.14610389610389612,0.04320987654320987,-1
122,0.34090909090909094,0.7037037037037038,0.29166666666666663,0.5000000000000001,0.1704545454545455,0.20524691358024694,0
123,0.6818181818181818,0.2592592592592593,0.45833333333333337,0.8928571428571429,0.6087662337662337,0.11882716049382719,1
124,0.8409090909090907,0.5555555555555557,0.0,1.0,0.8409090909090907,0.0,-1
125,0.4545454545454545,0.0,0.20833333333333337,0.5357142857142857,0.24350649350649345,0.0,-1
126,0.2272727272727273,1.0,0.25,0.9642857142857143,0.2191558441558442,0.25,-1
127,1.0,0.2592592592592593,0.5416666666666666,0.2857142857142857,0.2857142857142857,0.1404320987654321,-1
128,0.25,0.5185185185185185,0.5,0.4285714285714285,0.10714285714285712,0.25925925925925924,0
129,0.06818181818181818,0.37037037037037035,1.0,0.5714285714285713,0.038961038961038946,0.37037037037037035,1
130,0.0,0.6296296296296297,0.7083333333333334,0.8928571428571429,0.0,0.4459876543209877,1
131,0.09090909090909088,0.33333333333333337,1.0,0.07142857142857151,0.006493506493506499,0.33333333333333337,1
132,0.38636363636363635,0.40740740740740755,0.45833333333333337,0.6071428571428571,0.23457792207792205,0.18672839506172847,-1
133,0.06818181818181818,1.0,0.8750000000000001,0.1071428571428572,0.007305194805194809,0.8750000000000001,1
134,0.2272727272727273,0.5185185185185185,0.33333333333333337,0.3571428571428572,0.0811688311688312,0.17283950617283952,1
135,0.4772727272727273,0.5555555555555557,0.7500000000000001,0.5000000000000001,0.2386363636363637,0.41666666666666685,1
136,1.0,0.2592592592592593,0.5,0.4285714285714285,0.4285714285714285,0.12962962962962965,1
137,0.09090909090909088,0.6666666666666666,0.29166666666666663,0.5000000000000001,0.04545454545454545,0.19444444444444442,-1
138,0.6818181818181818,0.2592592592592593,0.25,0.7142857142857143,0.487012987012987,0.06481481481481483,-1
139,0.25,0.5185185185185185,0.33333333333333337,0.3571428571428572,0.0892857142857143,0.17283950617283952,-1
140,0.4772727272727273,0.5555555555555557,0.45833333333333337,0.8928571428571429,0.4261363636363637,0.2546296296296297,-1
141,0.2272727272727273,0.5185185185185185,0.7083333333333334,0.8928571428571429,0.20292207792207795,0.36728395061728397,1
142,0.4545454545454545,0.14814814814814814,0.29166666666666663,0.4285714285714285,0.19480519480519473,0.04320987654320987,-1
143,0.06818181818181818,0.37037037037037035,1.0,0.07142857142857151,0.004870129870129875,0.37037037037037035,1
144,0.4772727272727273,0.40740740740740755,0.29166666666666663,0.3214285714285715,0.15340909090909097,0.11882716049382719,1
145,0.34090909090909094,0.7037037037037038,0.45833333333333337,0.6071428571428571,0.2069805194805195,0.32253086419753096,1
146,0.43181818181818177,0.2962962962962963,0.9166666666666669,0.7857142857142857,0.33928571428571425,0.271604938271605,0
147,0.1136363636363637,0.4814814814814815,0.5416666666666666,0.2857142857142857,0.032467532467532485,0.26080246913580246,1
148,0.0,0.6296296296296297,0.04166666666666663,0.7857142857142857,0.0,0.026234567901234546,1
149,0.15909090909090906,0.6296296296296297,0.8750000000000001,0.1071428571428572,0.01704545454545455,0.550925925925926,1
150,0.06818181818181818,1.0,1.0,0.5714285714285713,0.038961038961038946,1.0,1
151,0.38636363636363635,0.40740740740740755,0.7500000000000001,0.5000000000000001,0.19318181818181823,0.3055555555555557,1
152,0.8409090909090907,0.5555555555555557,0.20833333333333337,0.5357142857142857,0.4504870129870129,0.11574074074074078,-1
153,0.09090909090909088,0.33333333333333337,0.25,0.9642857142857143,0.08766233766233764,0.08333333333333334,-1
154,0.4545454545454545,0.0,0.0,1.0,0.4545454545454545,0.0,-1
155,0.2272727272727273,1.0,0.9583333333333334,0.0,0.0,0.9583333333333334,1
156,0.2272727272727273,0.5185185185185185,0.5,0.4285714285714285,0.0974025974025974,0.25925925925925924,1
157,0.6818181818181818,0.2592592592592593,0.7083333333333334,0.8928571428571429,0.6087662337662337,0.183641975308642,-1
158,0.06818181818181818,0.37037037037037035,0.45833333333333337,0.6071428571428571,0.04139610389610389,0.1697530864197531,1
159,0.09090909090909088,0.6666666666666666,0.33333333333333337,0.3571428571428572,0.032467532467532464,0.22222222222222224,1
160,0.34090909090909094,0.7037037037037038,0.25,0.7142857142857143,0.24350649350649353,0.17592592592592596,-1
161,1.0,0.2592592592592593,0.29166666666666663,0.5000000000000001,0.5000000000000001,0.07561728395061729,0
162,0.4545454545454545,0.14814814814814814,0.45833333333333337,0.8928571428571429,0.4058441558441558,0.06790123456790123,0
163,0.4772727272727273,0.40740740740740755,1.0,0.07142857142857151,0.03409090909090913,0.40740740740740755,1
164,0.4772727272727273,0.5555555555555557,0.29166666666666663,0.3214285714285715,0.15340909090909097,0.16203703703703706,1
165,0.25,0.5185185185185185,0.29166666666666663,0.4285714285714285,0.10714285714285712,0.15123456790123455,0
166,0.43181818181818177,0.2962962962962963,0.7500000000000001,0.5000000000000001,0.21590909090909094,0.22222222222222224,-1
167,0.8409090909090907,0.5555555555555557,0.8750000000000001,0.1071428571428572,0.09009740259740263,0.48611111111111127,0
168,0.0,0.6296296296296297,1.0,0.5714285714285713,0.0,0.6296296296296297,1
169,0.15909090909090906,0.6296296296296297,0.5416666666666666,0.2857142857142857,0.04545454545454544,0.34104938271604934,1
170,0.4545454545454545,0.0,0.25,0.9642857142857143,0.43831168831168826,0.0,-1
171,0.06818181818181818,1.0,0.0,1.0,0.06818181818181818,0.0,1
172,0.2272727272727273,1.0,0.20833333333333337,0.5357142857142857,0.12175324675324677,0.20833333333333337,0
173,0.38636363636363635,0.40740740740740755,0.04166666666666663,0.7857142857142857,0.30357142857142855,0.0169753086419753,0
174,0.1136363636363637,0.4814814814814815,0.9166666666666669,0.7857142857142857,0.08928571428571433,0.44135802469135815,1
175,0.09090909090909088,0.33333333333333337,0.9583333333333334,0.0,0.0,0.3194444444444445,1
176,0.34090909090909094,0.7037037037037038,0.29166666666666663,0.4285714285714285,0.1461038961038961,0.20524691358024694,-1
177,0.38636363636363635,0.40740740740740755,0.45833333333333337,0.8928571428571429,0.3449675324675325,0.18672839506172847,-1
178,0.4545454545454545,0.0,0.9583333333333334,0.0,0.0,0.0,-1
179,0.4772727272727273,0.40740740740740755,0.7500000000000001,0.5000000000000001,0.2386363636363637,0.3055555555555557,-1
180,0.0,0.6296296296296297,0.25,0.7142857142857143,0.0,0.1574074074074074,1
181,0.25,0.5185185185185185,0.7083333333333334,0.8928571428571429,0.22321428571428573,0.36728395061728397,-1
182,0.06818181818181818,0.37037037037037035,0.20833333333333337,0.5357142857142857,0.036525974025974024,0.0771604938271605,-1
183,0.43181818181818177,0.2962962962962963,0.25,0.9642857142857143,0.4163961038961039,0.07407407407407407,-1
184,0.09090909090909088,0.33333333333333337,0.33333333333333337,0.3571428571428572,0.032467532467532464,0.11111111111111113,-1
185,0.4545454545454545,0.14814814814814814,0.5416666666666666,0.2857142857142857,0.12987012987012983,0.08024691358024691,-1
186,0.4772727272727273,0.5555555555555557,1.0,0.07142857142857151,0.03409090909090913,0.5555555555555557,1
187,0.1136363636363637,0.4814814814814815,0.45833333333333337,0.6071428571428571,0.06899350649350652,0.22067901234567905,0
188,1.0,0.2592592592592593,0.9166666666666669,0.7857142857142857,0.7857142857142857,0.2376543209876544,-1
189,0.6818181818181818,0.2592592592592593,0.29166666666666663,0.4285714285714285,0.29220779220779214,0.07561728395061729,0
190,0.09090909090909088,0.6666666666666666,0.0,1.0,0.09090909090909088,0.0,0
191,0.15909090909090906,0.6296296296296297,1.0,0.5714285714285713,0.09090909090909087,0.6296296296296297,0
192,0.06818181818181818,1.0,0.29166666666666663,0.3214285714285715,0.02191558441558442,0.29166666666666663,1
193,0.2272727272727273,0.5185185185185185,0.29166666666666663,0.5000000000000001,0.11363636363636367,0.15123456790123455,-1
194,0.1136363636363637,0.4814814814814815,0.8750000000000001,0.1071428571428572,0.01217532467532469,0.4212962962962964,0
195,0.2272727272727273,1.0,0.5,0.4285714285714285,0.0974025974025974,0.5,0
196,1.0,0.2592592592592593,0.04166666666666663,0.7857142857142857,0.7857142857142857,0.010802469135802462,-1
197,0.8409090909090907,0.5555555555555557,0.45833333333333337,0.6071428571428571,0.5105519480519479,0.2546296296296297,-1
198,0.34090909090909094,0.7037037037037038,0.9166666666666669,0.7857142857142857,0.26785714285714285,0.6450617283950619,1
199,0.09090909090909088,0.33333333333333337,0.5416666666666666,0.2857142857142857,0.025974025974025965,0.18055555555555555,0
200,0.0,0.6296296296296297,1.0,0.07142857142857151,0.0,0.6296296296296297,-1
201,0.38636363636363635,0.40740740740740755,0.7083333333333334,0.8928571428571429,0.3449675324675325,0.28858024691358036,1
202,0.43181818181818177,0.2962962962962963,0.25,0.7142857142857143,0.3084415584415584,0.07407407407407407,-1
203,0.4772727272727273,0.40740740740740755,0.25,0.9642857142857143,0.46022727272727276,0.10185185185185189,-1
204,0.4545454545454545,0.0,0.33333333333333337,0.3571428571428572,0.16233766233766234,0.0,-1
205,0.06818181818181818,0.37037037037037035,0.7500000000000001,0.5000000000000001,0.034090909090909095,0.2777777777777778,-1
206,0.4545454545454545,0.14814814814814814,0.20833333333333337,0.5357142857142857,0.24350649350649345,0.030864197530864203,0
207,0.25,0.5185185185185185,0.45833333333333337,0.8928571428571429,0.22321428571428573,0.23765432098765432,-1
208,0.4772727272727273,0.5555555555555557,0.9583333333333334,0.0,0.0,0.5324074074074076,-1
209,0.4545454545454545,0.0,0.45833333333333337,0.8928571428571429,0.4058441558441558,0.0,0
210,0.2272727272727273,0.5185185185185185,0.29166666666666663,0.4285714285714285,0.0974025974025974,0.15123456790123455,0
211,0.8409090909090907,0.5555555555555557,0.5,0.4285714285714285,0.36038961038961026,0.27777777777777785,0
212,0.1136363636363637,0.4814814814814815,1.0,0.5714285714285713,0.06493506493506496,0.4814814814814815,0
213,0.34090909090909094,0.7037037037037038,0.0,1.0,0.34090909090909094,0.0,-1
214,0.15909090909090906,0.6296296296296297,0.9166666666666669,0.7857142857142857,0.12499999999999997,0.5771604938271606,-1
215,0.06818181818181818,1.0,0.04166666666666663,0.7857142857142857,0.05357142857142857,0.04166666666666663,1
216,0.09090909090909088,0.6666666666666666,0.8750000000000001,0.1071428571428572,0.009740259740259744,0.5833333333333334,0
217,0.2272727272727273,1.0,0.45833333333333337,0.6071428571428571,0.137987012987013,0.45833333333333337,1
218,1.0,0.2592592592592593,0.29166666666666663,0.3214285714285715,0.3214285714285715,0.07561728395061729,-1
219,0.6818181818181818,0.2592592592592593,0.29166666666666663,0.5000000000000001,0.34090909090909094,0.07561728395061729,-1
220,0.8409090909090907,0.5555555555555557,0.9583333333333334,0.0,0.0,0.5324074074074076,1
221,0.38636363636363635,0.40740740740740755,1.0,0.07142857142857151,0.027597402597402627,0.40740740740740755,1
222,0.43181818181818177,0.2962962962962963,0.33333333333333337,0.3571428571428572,0.15422077922077923,0.09876543209876544,0
223,0.4772727272727273,0.40740740740740755,0.5416666666666666,0.2857142857142857,0.13636363636363635,0.22067901234567908,1
224,0.09090909090909088,0.33333333333333337,0.25,0.7142857142857143,0.06493506493506492,0.08333333333333334,1
225,0.0,0.6296296296296297,0.45833333333333337,0.8928571428571429,0.0,0.2885802469135803,-1
226,0.25,0.5185185185185185,0.9583333333333334,0.0,0.0,0.49691358024691357,0
227,0.06818181818181818,0.37037037037037035,0.25,0.9642857142857143,0.06574675324675325,0.09259259259259259,1
228,0.4545454545454545,0.14814814814814814,0.7500000000000001,0.5000000000000001,0.2272727272727273,0.11111111111111112,1
229,0.4545454545454545,0.0,0.7083333333333334,0.8928571428571429,0.4058441558441558,0.0,-1
230,0.4772727272727273,0.5555555555555557,0.20833333333333337,0.5357142857142857,0.2556818181818182,0.11574074074074078,-1
231,0.34090909090909094,0.7037037037037038,0.04166666666666663,0.7857142857142857,0.26785714285714285,0.029320987654320965,0
232,0.0,0.6296296296296297,0.29166666666666663,0.3214285714285715,0.0,0.18364197530864196,1
233,0.2272727272727273,1.0,0.25,0.7142857142857143,0.16233766233766236,0.25,-1
234,0.15909090909090906,0.6296296296296297,1.0,0.07142857142857151,0.011363636363636374,0.6296296296296297,1
235,0.2272727272727273,0.5185185185185185,0.0,1.0,0.2272727272727273,0.0,-1
236,0.09090909090909088,0.6666666666666666,0.9583333333333334,0.0,0.0,0.6388888888888888,1
237,0.1136363636363637,0.4814814814814815,0.7500000000000001,0.5000000000000001,0.056818181818181865,0.36111111111111116,0
238,0.4772727272727273,0.5555555555555557,0.29166666666666663,0.4285714285714285,0.2045454545454545,0.16203703703703706,-1
239,0.8409090909090907,0.5555555555555557,0.29166666666666663,0.5000000000000001,0.42045454545454547,0.16203703703703706,-1
240,0.6818181818181818,0.2592592592592593,0.04166666666666663,0.7857142857142857,0.5357142857142857,0.010802469135802462,-1
241,1.0,0.2592592592592593,0.8750000000000001,0.1071428571428572,0.1071428571428572,0.22685185185185192,-1
242,0.8409090909090907,0.5555555555555557,0.25,0.9642857142857143,0.8108766233766233,0.13888888888888892,-1
243,0.38636363636363635,0.40740740740740755,0.33333333333333337,0.3571428571428572,0.13798701298701302,0.13580246913580254,-1
244,0.4772727272727273,0.40740740740740755,0.20833333333333337,0.5357142857142857,0.2556818181818182,0.08487654320987659,-1
245,0.09090909090909088,0.33333333333333337,0.45833333333333337,0.8928571428571429,0.08116883116883115,0.15277777777777782,-1
246,0.06818181818181818,0.37037037037037035,0.9166666666666669,0.7857142857142857,0.05357142857142857,0.33950617283950624,-1
247,0.06818181818181818,1.0,0.7083333333333334,0.8928571428571429,0.060876623376623376,0.7083333333333334,-1
248,0.25,0.5185185185185185,0.29166666666666663,0.5000000000000001,0.12500000000000003,0.15123456790123455,0
249,0.6818181818181818,0.2592592592592593,0.45833333333333337,0.6071428571428571,0.4139610389610389,0.11882716049382719,-1
250,0.43181818181818177,0.2962962962962963,0.5416666666666666,0.2857142857142857,0.12337662337662336,0.16049382716049382,-1
251,0.09090909090909088,0.6666666666666666,0.7500000000000001,0.5000000000000001,0.04545454545454545,0.5,-1
252,0.0,0.6296296296296297,0.5,0.4285714285714285,0.0,0.3148148148148148,-1
253,0.2272727272727273,1.0,1.0,0.5714285714285713,0.12987012987012986,1.0,0
254,0.15909090909090906,0.6296296296296297,0.29166666666666663,0.4285714285714285,0.06818181818181816,0.18364197530864196,1
255,0.4772727272727273,0.5555555555555557,0.0,1.0,0.4772727272727273,0.0,-1
256,0.1136363636363637,0.4814814814814815,0.9583333333333334,0.0,0.0,0.4614197530864198,1
257,0.34090909090909094,0.7037037037037038,1.0,0.07142857142857151,0.02435064935064938,0.7037037037037038,1
258,0.4545454545454545,0.0,0.25,0.7142857142857143,0.3246753246753246,0.0,0
