,HAS,HAC,AAS,AAC,HAtS,AAtS,Result
0,0.1136363636363637,0.4814814814814815,1.0,0.07142857142857151,0.00811688311688313,0.4814814814814815,1
1,0.34090909090909094,0.7037037037037038,0.7500000000000001,0.5000000000000001,0.1704545454545455,0.5277777777777779,0
2,0.09090909090909088,0.6666666666666666,0.29166666666666663,0.3214285714285715,0.02922077922077922,0.19444444444444442,-1
3,0.2272727272727273,1.0,0.04166666666666663,0.7857142857142857,0.17857142857142858,0.04166666666666663,-1
4,0.4545454545454545,0.14814814814814814,0.0,1.0,0.4545454545454545,0.0,-1
5,0.4772727272727273,0.5555555555555557,0.25,0.7142857142857143,0.34090909090909094,0.13888888888888892,-1
6,0.0,0.6296296296296297,0.29166666666666663,0.4285714285714285,0.0,0.18364197530864196,1
7,0.15909090909090906,0.6296296296296297,0.5,0.4285714285714285,0.06818181818181816,0.3148148148148148,0
8,0.4545454545454545,0.0,1.0,0.5714285714285713,0.25974025974025966,0.0,1
9,0.2272727272727273,0.5185185185185185,0.9583333333333334,0.0,0.0,0.49691358024691357,1
10,0.38636363636363635,0.40740740740740755,0.29166666666666663,0.5000000000000001,0.19318181818181823,0.11882716049382719,-1
11,0.8409090909090907,0.5555555555555557,0.7083333333333334,0.8928571428571429,0.7508116883116882,0.39351851851851866,-1
12,0.4772727272727273,0.40740740740740755,0.8750000000000001,0.1071428571428572,0.05113636363636367,0.3564814814814817,0
13,1.0,0.2592592592592593,0.25,0.9642857142857143,0.9642857142857143,0.06481481481481483,-1
14,0.06818181818181818,1.0,0.45833333333333337,0.8928571428571429,0.060876623376623376,0.45833333333333337,0
15,0.06818181818181818,0.37037037037037035,0.5416666666666666,0.2857142857142857,0.019480519480519477,0.20061728395061726,0
16,0.43181818181818177,0.2962962962962963,0.45833333333333337,0.6071428571428571,0.2621753246753246,0.13580246913580246,-1
17,0.25,0.5185185185185185,0.20833333333333337,0.5357142857142857,0.13392857142857142,0.1080246913580247,-1
18,0.09090909090909088,0.33333333333333337,0.9166666666666669,0.7857142857142857,0.07142857142857141,0.30555555555555564,0
19,0.6818181818181818,0.2592592592592593,0.33333333333333337,0.3571428571428572,0.24350649350649353,0.08641975308641978,0
20,0.4772727272727273,0.5555555555555557,0.04166666666666663,0.7857142857142857,0.375,0.023148148148148133,-1
21,0.1136363636363637,0.4814814814814815,0.29166666666666663,0.3214285714285715,0.03652597402597406,0.14043209876543208,-1
22,0.0,0.6296296296296297,0.0,1.0,0.0,0.0,0
23,0.34090909090909094,0.7037037037037038,0.5,0.4285714285714285,0.1461038961038961,0.3518518518518519,-1
24,0.15909090909090906,0.6296296296296297,0.25,0.7142857142857143,0.11363636363636362,0.1574074074074074,1
25,0.09090909090909088,0.6666666666666666,1.0,0.07142857142857151,0.006493506493506499,0.6666666666666666,1
26,0.2272727272727273,1.0,0.29166666666666663,0.4285714285714285,0.0974025974025974,0.29166666666666663,-1
27,0.2272727272727273,0.5185185185185185,1.0,0.5714285714285713,0.12987012987012986,0.5185185185185185,1
28,0.4545454545454545,0.14814814814814814,0.9583333333333334,0.0,0.0,0.1419753086419753,0
29,0.4545454545454545,0.0,0.7500000000000001,0.5000000000000001,0.2272727272727273,0.0,-1
30,0.06818181818181818,1.0,0.45833333333333337,0.6071428571428571,0.04139610389610389,0.45833333333333337,1
31,0.43181818181818177,0.2962962962962963,0.29166666666666663,0.5000000000000001,0.21590909090909094,0.08641975308641973,0
32,0.4772727272727273,0.40740740740740755,0.45833333333333337,0.8928571428571429,0.4261363636363637,0.18672839506172847,-1
33,0.09090909090909088,0.33333333333333337,0.7083333333333334,0.8928571428571429,0.08116883116883115,0.23611111111111116,-1
34,0.6818181818181818,0.2592592592592593,0.25,0.9642857142857143,0.6574675324675324,0.06481481481481483,-1
35,1.0,0.2592592592592593,0.33333333333333337,0.3571428571428572,0.3571428571428572,0.08641975308641978,-1
36,0.8409090909090907,0.5555555555555557,0.5416666666666666,0.2857142857142857,0.2402597402597402,0.300925925925926,-1
37,0.38636363636363635,0.40740740740740755,0.20833333333333337,0.5357142857142857,0.20698051948051946,0.08487654320987659,1
38,0.06818181818181818,0.37037037037037035,0.8750000000000001,0.1071428571428572,0.007305194805194809,0.32407407407407407,0
39,0.25,0.5185185185185185,0.9166666666666669,0.7857142857142857,0.19642857142857142,0.4753086419753087,1
40,0.1136363636363637,0.4814814814814815,0.5,0.4285714285714285,0.04870129870129872,0.24074074074074076,0
41,0.34090909090909094,0.7037037037037038,1.0,0.5714285714285713,0.1948051948051948,0.7037037037037038,-1
42,0.06818181818181818,1.0,0.29166666666666663,0.4285714285714285,0.029220779220779213,0.29166666666666663,-1
43,0.2272727272727273,1.0,0.29166666666666663,0.5000000000000001,0.11363636363636367,0.29166666666666663,0
44,0.8409090909090907,0.5555555555555557,0.29166666666666663,0.3214285714285715,0.2702922077922078,0.16203703703703706,-1
45,0.09090909090909088,0.6666666666666666,0.04166666666666663,0.7857142857142857,0.07142857142857141,0.027777777777777752,0
46,1.0,0.2592592592592593,0.0,1.0,1.0,0.0,-1
47,0.2272727272727273,0.5185185185185185,0.9166666666666669,0.7857142857142857,0.17857142857142858,0.4753086419753087,0
48,0.6818181818181818,0.2592592592592593,0.8750000000000001,0.1071428571428572,0.07305194805194809,0.22685185185185192,-1
49,0.15909090909090906,0.6296296296296297,0.45833333333333337,0.6071428571428571,0.09659090909090906,0.2885802469135803,1
50,0.0,0.6296296296296297,0.7500000000000001,0.5000000000000001,0.0,0.4722222222222223,0
51,0.43181818181818177,0.2962962962962963,0.45833333333333337,0.8928571428571429,0.38555194805194803,0.13580246913580246,-1
52,0.09090909090909088,0.33333333333333337,0.20833333333333337,0.5357142857142857,0.04870129870129869,0.06944444444444446,-1
53,0.4545454545454545,0.14814814814814814,0.33333333333333337,0.3571428571428572,0.16233766233766234,0.04938271604938272,0
54,0.25,0.5185185185185185,0.25,0.9642857142857143,0.24107142857142858,0.12962962962962962,1
55,0.4772727272727273,0.5555555555555557,0.5416666666666666,0.2857142857142857,0.13636363636363635,0.300925925925926,-1
56,0.06818181818181818,0.37037037037037035,0.25,0.7142857142857143,0.0487012987012987,0.09259259259259259,-1
57,0.38636363636363635,0.40740740740740755,0.9583333333333334,0.0,0.0,0.3904320987654323,0
58,0.4772727272727273,0.40740740740740755,0.7083333333333334,0.8928571428571429,0.4261363636363637,0.28858024691358036,-1
59,0.4545454545454545,0.0,1.0,0.07142857142857151,0.0324675324675325,0.0,-1
60,0.38636363636363635,0.40740740740740755,0.25,0.7142857142857143,0.275974025974026,0.10185185185185189,-1
61,0.25,0.5185185185185185,0.5416666666666666,0.2857142857142857,0.07142857142857142,0.28086419753086417,1
62,0.06818181818181818,0.37037037037037035,0.9583333333333334,0.0,0.0,0.35493827160493824,1
63,0.4545454545454545,0.14814814814814814,0.25,0.9642857142857143,0.43831168831168826,0.037037037037037035,0
64,0.4772727272727273,0.5555555555555557,0.7083333333333334,0.8928571428571429,0.4261363636363637,0.39351851851851866,-1
65,0.43181818181818177,0.2962962962962963,1.0,0.07142857142857151,0.030844155844155875,0.2962962962962963,1
66,0.0,0.6296296296296297,0.20833333333333337,0.5357142857142857,0.0,0.13117283950617287,-1
67,0.8409090909090907,0.5555555555555557,0.9166666666666669,0.7857142857142857,0.6607142857142856,0.5092592592592595,-1
68,0.09090909090909088,0.6666666666666666,0.5,0.4285714285714285,0.038961038961038946,0.3333333333333333,0
69,0.1136363636363637,0.4814814814814815,0.29166666666666663,0.4285714285714285,0.04870129870129872,0.14043209876543208,1
70,0.34090909090909094,0.7037037037037038,0.8750000000000001,0.1071428571428572,0.03652597402597405,0.6157407407407409,1
71,0.6818181818181818,0.2592592592592593,1.0,0.5714285714285713,0.38961038961038946,0.2592592592592593,0
72,0.06818181818181818,1.0,0.29166666666666663,0.5000000000000001,0.034090909090909095,0.29166666666666663,1
73,0.2272727272727273,0.5185185185185185,0.04166666666666663,0.7857142857142857,0.17857142857142858,0.021604938271604916,-1
74,1.0,0.2592592592592593,0.45833333333333337,0.6071428571428571,0.6071428571428571,0.11882716049382719,-1
75,0.2272727272727273,1.0,0.29166666666666663,0.3214285714285715,0.07305194805194808,0.29166666666666663,0
76,0.15909090909090906,0.6296296296296297,0.0,1.0,0.15909090909090906,0.0,-1
77,0.09090909090909088,0.6666666666666666,0.7083333333333334,0.8928571428571429,0.08116883116883115,0.4722222222222222,-1
78,0.09090909090909088,0.33333333333333337,0.04166666666666663,0.7857142857142857,0.07142857142857141,0.013888888888888878,-1
79,1.0,0.2592592592592593,0.25,0.7142857142857143,0.7142857142857143,0.06481481481481483,-1
80,0.4545454545454545,0.14814814814814814,0.5,0.4285714285714285,0.19480519480519473,0.07407407407407407,-1
81,0.4772727272727273,0.40740740740740755,0.9166666666666669,0.7857142857142857,0.375,0.373456790123457,1
82,0.1136363636363637,0.4814814814814815,0.45833333333333337,0.8928571428571429,0.10146103896103903,0.22067901234567905,-1
83,0.2272727272727273,0.5185185185185185,0.5416666666666666,0.2857142857142857,0.06493506493506494,0.28086419753086417,-1
84,0.8409090909090907,0.5555555555555557,0.7500000000000001,0.5000000000000001,0.42045454545454547,0.41666666666666685,-1
85,0.0,0.6296296296296297,0.45833333333333337,0.6071428571428571,0.0,0.2885802469135803,1
86,0.25,0.5185185185185185,0.29166666666666663,0.3214285714285715,0.08035714285714288,0.15123456790123455,0
87,0.43181818181818177,0.2962962962962963,1.0,0.5714285714285713,0.24675324675324667,0.2962962962962963,-1
88,0.15909090909090906,0.6296296296296297,0.33333333333333337,0.3571428571428572,0.056818181818181816,0.2098765432098766,0
89,0.34090909090909094,0.7037037037037038,0.25,0.9642857142857143,0.32873376623376627,0.17592592592592596,0
90,0.06818181818181818,0.37037037037037035,0.0,1.0,0.06818181818181818,0.0,-1
91,0.4772727272727273,0.5555555555555557,0.29166666666666663,0.5000000000000001,0.2386363636363637,0.16203703703703706,-1
92,0.38636363636363635,0.40740740740740755,0.29166666666666663,0.4285714285714285,0.16558441558441556,0.11882716049382719,1
93,0.2272727272727273,1.0,1.0,0.07142857142857151,0.016233766233766253,1.0,1
